seq.name,gene_symbol
ENST00000228936.6,ART4
ENST00000228945.9,ARHGDIB
ENST00000229030.4,FZD10
ENST00000229134.5,IL26
ENST00000229135.4,IFNG
ENST00000229179.9,NUP107
ENST00000229195.7,CNOT2
ENST00000229214.9,KRR1
ENST00000229238.5,MRPL51
ENST00000229239.10,GAPDH
ENST00000229243.7,ACRBP
ENST00000229264.7,GNB3
ENST00000229266.8,CHPT1
ENST00000229281.6,C12orf57
ENST00000229304.5,APOBEC1
ENST00000229307.9,NANOG
ENST00000229314.10,GOLT1B
ENST00000229329.7,CMAS
ENST00000229330.9,HCFC2
ENST00000229332.11,CLEC4A
ENST00000229335.11,AICDA
ENST00000229340.10,RAB35
ENST00000229379.3,COX6A1
ENST00000229390.8,SRSF9
ENST00000229395.8,FGFR1OP2
ENST00000229402.4,KLRB1
ENST00000229554.10,RSPH4A
ENST00000229595.6,ASF1A
ENST00000229633.7,HINT3
ENST00000229708.4,ULBP1
ENST00000229729.11,SLC44A4
ENST00000229758.8,FBXO5
ENST00000229769.2,FANCE
ENST00000229771.11,TULP1
ENST00000229794.8,MAPK14
ENST00000229812.8,STK38
ENST00000229829.7,HLA-DOA
ENST00000229903.5,SAYSD1
ENST00000229922.7,CAP2
ENST00000229955.4,GPR63
ENST00000230036.2,GPLD1
ENST00000230048.5,ACOT13
ENST00000230050.4,RPS12
ENST00000230053.11,B3GAT2
ENST00000230085.13,SNX3
ENST00000230122.3,ZBTB24
ENST00000230124.7,FIG4
ENST00000230256.8,UNC93A
ENST00000230301.9,C6orf118
ENST00000230340.9,BYSL
ENST00000230361.4,GUCA1B
ENST00000230381.7,PRPH2
ENST00000230419.9,PTK7
ENST00000230431.10,DNPH1
ENST00000230449.9,EXOC2
ENST00000230461.11,TMEM30A
ENST00000230510.7,TTK
ENST00000230582.8,PRSS16
ENST00000230588.9,MEP1A
ENST00000230640.10,MTREX
ENST00000230658.12,ISL1
ENST00000230671.7,SLC6A7
ENST00000230771.9,HARS2
ENST00000230792.7,NUDT12
ENST00000230882.9,GHR
ENST00000230895.10,DAP
ENST00000230990.7,HBEGF
ENST00000231004.5,LOX
ENST00000231009.3,GZMK
ENST00000231021.9,CDH9
ENST00000231061.9,SPARC
ENST00000231121.3,HAND1
ENST00000231130.3,PCDHB3
ENST00000231134.8,PCDHB5
ENST00000231136.3,PCDHB6
ENST00000231137.6,PCDHB7
ENST00000231173.6,PCDHB15
ENST00000231198.12,THG1L
ENST00000231228.2,IL12B
ENST00000231238.10,TTC1
ENST00000231338.7,C1QTNF3
ENST00000231368.10,LNPEP
ENST00000231420.11,AGXT2
ENST00000231449.7,IL4
ENST00000231454.6,IL5
ENST00000231461.10,ST8SIA4
ENST00000231484.3,PCDH12
ENST00000231498.8,NUP155
ENST00000231512.5,C5orf15
ENST00000231524.14,TRIM23
ENST00000231572.8,RARS
ENST00000231656.13,CDX1
ENST00000231706.6,SLC7A14
ENST00000231721.7,SEMA3G
ENST00000231749.8,ZMYND10
ENST00000231751.9,LTF
ENST00000231790.6,MLH1
ENST00000231887.8,EHHADH
ENST00000231948.8,CRBN
ENST00000232003.4,HRG
ENST00000232217.6,RBP2
ENST00000232375.8,PFKFB4
ENST00000232424.4,HES1
ENST00000232458.9,ECT2
ENST00000232461.8,GNAT1
ENST00000232496.5,TUSC2
ENST00000232501.8,NPRL2
ENST00000232564.8,GNB4
ENST00000232603.10,MORC1
ENST00000232607.7,UMPS
ENST00000232744.13,ABTB1
ENST00000232766.6,KLHL18
ENST00000232888.7,RRP9
ENST00000232892.12,AADAC
ENST00000232905.4,EIF1B
ENST00000232974.11,ZBTB47
ENST00000232975.8,TNNC1
ENST00000232978.13,NKTR
ENST00000233027.10,NEK4
ENST00000233047.8,TMEM159
ENST00000233055.9,WDFY1
ENST00000233057.9,EIF2AK2
ENST00000233078.8,DAZAP1
ENST00000233099.6,HEATR5B
ENST00000233121.7,MAPRE3
ENST00000233143.6,TMSB10
ENST00000233146.6,MSH2
ENST00000233154.9,NCK2
ENST00000233156.9,TFPI
ENST00000233190.11,NDUFS1
ENST00000233202.11,SLC11A1
ENST00000233242.5,APOB
ENST00000233331.12,INO80B
ENST00000233336.7,TTL
ENST00000233379.9,FAHD2A
ENST00000233468.5,SF3B6
ENST00000233535.9,SLC30A3
ENST00000233557.7,NRBP1
ENST00000233575.7,SNX17
ENST00000233596.8,REEP6
ENST00000233607.6,APC2
ENST00000233615.7,WBP1
ENST00000233623.10,TTC31
ENST00000233630.11,PCGF1
ENST00000233638.8,TLX2
ENST00000233668.9,DOK1
ENST00000233710.4,ACADL
ENST00000233712.5,EVA1A
ENST00000233735.2,REG1A
ENST00000233741.8,FANCL
ENST00000233809.9,IGFBP2
ENST00000233813.5,IGFBP5
ENST00000233826.4,KCNJ13
ENST00000233838.9,GGCX
ENST00000233840.3,NEU2
ENST00000233893.10,HSPE1
ENST00000233948.4,WNT6
ENST00000233954.6,IL1RL1
ENST00000233969.3,SLC9A2
ENST00000233997.4,AZU1
ENST00000234071.7,PROC
ENST00000234091.8,ID2
ENST00000234111.9,ODC1
ENST00000234115.10,PLEKHB2
ENST00000234160.5,GORASP2
ENST00000234170.10,CEBPZ
ENST00000234198.9,DLX2
ENST00000234256.4,SLC1A4
ENST00000234296.7,ORC2
ENST00000234310.8,PPP3R1
ENST00000234313.8,PLEK
ENST00000234347.10,PRTN3
ENST00000234371.10,KISS1R
ENST00000234389.3,GRIN3B
ENST00000234392.3,VAX2
ENST00000234396.10,ATP6V1B1
ENST00000234420.9,MSH6
ENST00000234453.10,PLEKHA3
ENST00000234454.6,SPR
ENST00000234590.10,ENO1
ENST00000234626.11,CDC7
ENST00000234677.7,SARS
ENST00000234701.7,CLCA1
ENST00000234739.8,BCL9
ENST00000234798.4,TPSG1
ENST00000234816.7,ANGPTL1
ENST00000234827.6,TCEANC2
ENST00000234831.10,TMEM59
ENST00000234875.9,RPL22
ENST00000234961.7,OPRD1
ENST00000235090.10,WDR77
ENST00000235307.7,C1orf21
ENST00000235310.7,MAD2L2
ENST00000235332.6,MIIP
ENST00000235345.6,SLC35D1
ENST00000235347.4,PRAMEF10
ENST00000235349.6,PRAMEF4
ENST00000235372.11,PRDM2
ENST00000235382.7,RGS2
ENST00000235521.4,WARS2
ENST00000235532.9,OSCP1
ENST00000235628.1,NT5C1A
ENST00000235835.7,AKR7A2
ENST00000236051.2,EBNA1BP2
ENST00000236137.10,SLC19A2
ENST00000236147.6,SELL
ENST00000236192.12,VAMP4
ENST00000236273.9,SYF2
ENST00000236671.7,CTSD
ENST00000236709.4,A4GNT
ENST00000236826.8,MMP8
ENST00000236850.4,APOA1
ENST00000236877.11,SLC8A2
ENST00000236938.10,FCRLA
ENST00000236957.9,EEF1B2
ENST00000236959.14,ATIC
ENST00000236979.2,TNP1
ENST00000237172.12,FILIP1
ENST00000237201.2,SPACA1
ENST00000237264.9,TBPL1
ENST00000237275.9,ZC2HC1B
ENST00000237281.5,FBXO30
ENST00000237283.9,ADAT2
ENST00000237305.11,SGK1
ENST00000237353.15,PMFBP1
ENST00000237380.12,MED28
ENST00000237455.5,RNF103
ENST00000237530.11,RPN2
ENST00000237596.7,PKD2
ENST00000237623.11,SPP1
ENST00000237642.6,STBD1
ENST00000237653.11,ADH6
ENST00000237654.9,CCNI
ENST00000237696.10,RARRES1
ENST00000237822.8,LDAH
ENST00000237837.2,FGF23
ENST00000237853.9,ELL2
ENST00000237889.9,NDUFB3
ENST00000238044.8,ECRG4
ENST00000238081.8,YWHAQ
ENST00000238112.8,CPSF3
ENST00000238146.9,DDX55
ENST00000238497.10,VPS4B
ENST00000238508.8,SERPINB10
ENST00000238558.4,GSC
ENST00000238561.10,ADCK1
ENST00000238609.4,IFI27L2
ENST00000238616.10,NEK9
ENST00000238647.5,IRF2BPL
ENST00000238651.9,ACOT2
ENST00000238667.9,FLVCR2
ENST00000238682.7,TGFB3
ENST00000238714.8,PAPOLG
ENST00000238738.9,RHOQ
ENST00000238788.14,TMEM214
ENST00000238789.10,ATAD2B
ENST00000238823.13,FAM98A
ENST00000238831.9,YIPF4
ENST00000238856.8,AFTPH
ENST00000238875.10,LGALSL
ENST00000238892.4,CRIPT
ENST00000238936.8,MFSD13A
ENST00000238961.9,SLF2
ENST00000238983.8,LIPF
ENST00000238994.6,PPP1R3C
ENST00000239007.11,MXI1
ENST00000239032.4,PRLHR
ENST00000239144.5,HOXB8
ENST00000239151.5,HOXB5
ENST00000239165.9,HOXB7
ENST00000239174.7,HOXB1
ENST00000239223.4,DUSP1
ENST00000239231.7,PANK3
ENST00000239243.7,MSX2
ENST00000239316.4,INSL4
ENST00000239347.3,IFNA7
ENST00000239367.7,LRP11
ENST00000239374.8,CCDC170
ENST00000239440.9,ARAP3
ENST00000239444.4,PCDHB8
ENST00000239446.6,PCDHB10
ENST00000239449.6,PCDHB14
ENST00000239450.4,PCDHB12
ENST00000239451.7,SLC25A2
ENST00000239461.11,PRRX1
ENST00000239462.9,TNN
ENST00000239587.10,TTLL2
ENST00000239666.8,PDZD11
ENST00000239690.9,NUDCD1
ENST00000239830.9,CCDC77
ENST00000239859.8,CCDC169
ENST00000239878.9,UFM1
ENST00000239882.7,ELF1
ENST00000239891.4,ALG5
ENST00000239906.10,FAM53C
ENST00000239926.8,MYOT
ENST00000239938.5,EGR1
ENST00000239940.11,PFN2
ENST00000240050.9,MTERF2
ENST00000240055.8,NFYB
ENST00000240079.11,WASHC3
ENST00000240100.7,DUSP4
ENST00000240123.11,SORBS3
ENST00000240139.9,PPP3CC
ENST00000240185.7,TARDBP
ENST00000240189.2,PRAMEF2
ENST00000240285.10,RDH10
ENST00000240306.5,DLX4
ENST00000240316.5,COIL
ENST00000240328.4,TBX2
ENST00000240335.1,TBX4
ENST00000240364.7,FAM117A
ENST00000240423.9,NCAPH
ENST00000240488.8,MND1
ENST00000240499.8,ZNF141
ENST00000240587.5,TSHZ3
ENST00000240615.2,TAS2R8
ENST00000240617.10,PLBD1
ENST00000240618.11,KLRK1
ENST00000240619.2,TAS2R10
ENST00000240651.14,PYROXD1
ENST00000240687.2,TAS2R7
ENST00000240691.4,TAS2R9
ENST00000240719.7,ZNF549
ENST00000240727.10,ZSCAN18
ENST00000240731.5,ZNF211
ENST00000240922.8,NAA50
ENST00000241014.6,MAPK8IP1
ENST00000241051.8,DEPDC7
ENST00000241052.5,CAT
ENST00000241125.4,GJA3
ENST00000241256.3,GHSR
ENST00000241261.7,TNFSF10
ENST00000241274.3,SLITRK3
ENST00000241305.4,CPXM2
ENST00000241337.9,GSTM2
ENST00000241356.4,ADORA3
ENST00000241416.12,ACVR2A
ENST00000241436.8,POLK
ENST00000241453.11,FLT3
ENST00000241463.4,RASL11A
ENST00000241502.9,FYTTD1
ENST00000241651.5,MYOG
ENST00000241704.8,COPA
ENST00000241808.8,PRM2
ENST00000241891.10,OPN4
ENST00000242057.9,AHR
ENST00000242108.9,EEPD1
ENST00000242140.9,WIPF3
ENST00000242152.7,NPY
ENST00000242159.5,HOXA7
ENST00000242208.5,INHBA
ENST00000242209.9,FKBP9
ENST00000242248.10,POLM
ENST00000242257.13,MRM2
ENST00000242261.6,TWIST1
ENST00000242275.7,SLC25A51
ENST00000242285.10,CLTA
ENST00000242310.4,TAF1L
ENST00000242315.3,PHF24
ENST00000242317.9,DNAI1
ENST00000242351.10,ZC3HAV1
ENST00000242462.5,NEUROG3
ENST00000242465.4,SRGN
ENST00000242505.11,FAM149B1
ENST00000242576.6,UNG
ENST00000242592.9,ACADS
ENST00000242607.12,HVCN1
ENST00000242719.4,RNF11
ENST00000242728.5,BHLHE41
ENST00000242729.6,SSPN
ENST00000242776.9,DDX39A
ENST00000242784.5,TRIR
ENST00000242786.6,ADGRE5
ENST00000242804.9,ZNF442
ENST00000242810.11,KLHL24
ENST00000242819.5,CCDC70
ENST00000242827.11,EBPL
ENST00000242839.8,ATP7B
ENST00000242994.4,NEUROD4
ENST00000243045.10,ORMDL2
ENST00000243050.5,NR4A1
ENST00000243052.8,PDE1B
ENST00000243056.5,HOXC13
ENST00000243077.8,LRP1
ENST00000243103.4,HOXC12
ENST00000243108.5,HOXC6
ENST00000243167.9,FAAH
ENST00000243189.12,RSRP1
ENST00000243253.8,SEC61A1
ENST00000243298.3,RAB9B
ENST00000243300.14,NRK
ENST00000243314.5,MAGEA9
ENST00000243344.8,TTC21B
ENST00000243346.10,NMI
ENST00000243347.5,TNFAIP6
ENST00000243349.13,ACVR1C
ENST00000243440.2,BATF3
ENST00000243457.3,KCNJ2
ENST00000243498.9,EXOSC9
ENST00000243501.10,PLA2G12A
ENST00000243563.8,SNRPA
ENST00000243578.8,B9D2
ENST00000243644.9,ZNF350
ENST00000243662.11,RAB38
ENST00000243673.7,GPR83
ENST00000243706.8,HAUS3
ENST00000243776.11,CHPF
ENST00000243786.3,INHA
ENST00000243878.9,ENKD1
ENST00000243903.6,ACTR5
ENST00000243911.2,MC3R
ENST00000243918.10,SYS1
ENST00000243924.4,PI3
ENST00000243964.6,SLC12A5
ENST00000243997.8,ATP5F1E
ENST00000244007.7,PLCG1
ENST00000244020.5,SRSF6
ENST00000244040.4,RAB22A
ENST00000244043.5,PTGIS
ENST00000244050.3,SNAI1
ENST00000244051.3,MOCS3
ENST00000244061.6,RNF114
ENST00000244137.12,PEPD
ENST00000244174.10,IL9R,
ENST00000244204.11,NAGK
ENST00000244217.6,MCEE
ENST00000244221.9,PAIP2B
ENST00000244227.8,SNRNP27
ENST00000244230.7,MPHOSPH10
ENST00000244241.5,IL17C
ENST00000244289.9,LIPE
ENST00000244296.6,PSG1
ENST00000244314.6,IRGC
ENST00000244333.4,LYPD3
ENST00000244336.10,CEACAM8
ENST00000244360.6,RNF39
ENST00000244496.6,RRP36
ENST00000244513.10,BTN1A1
ENST00000244519.7,BTN3A3
ENST00000244520.10,SNRPC
ENST00000244527.9,SLC17A1
ENST00000244533.7,ABCC10
ENST00000244534.6,HIST1H1D
ENST00000244537.5,HIST1H4F
ENST00000244565.8,UNC5CL
ENST00000244571.5,AARS2
ENST00000244573.4,HIST1H1A
ENST00000244576.8,ZNF391
ENST00000244623.1,OR2B6
ENST00000244645.7,TCP11
ENST00000244669.2,APOBEC2
ENST00000244709.9,TREM1
ENST00000244728.10,COL21A1
ENST00000244745.4,SOX4
ENST00000244751.7,CPNE5
ENST00000244763.9,SSR1
ENST00000244815.9,LRRFIP1
ENST00000244869.3,EREG
ENST00000244926.4,SCGB1D2
ENST00000244930.6,SCGB2A1
ENST00000245046.6,EMC3
ENST00000245105.8,SH3TC1
ENST00000245157.10,BBS2
ENST00000245185.6,MT2A
ENST00000245206.10,GOT2
ENST00000245222.9,SPHK2
ENST00000245255.7,PIWIL1
ENST00000245304.5,RAP2A
ENST00000245312.5,SLC10A2
ENST00000245407.7,SLC22A5
ENST00000245414.9,IRF1
ENST00000245451.9,BMP4
ENST00000245457.6,PTGER2
ENST00000245479.3,SOX9
ENST00000245503.10,MYH2
ENST00000245539.11,MRPS7
ENST00000245543.6,ARMC7
ENST00000245544.9,NUP85
ENST00000245552.7,NT5C
ENST00000245564.6,MSTO1
ENST00000245615.6,MBOAT7
ENST00000245663.8,ZBTB46
ENST00000245680.7,SLC35F5
ENST00000245787.9,INSIG2
ENST00000245796.11,PSD4
ENST00000245810.1,PSPN
ENST00000245812.8,ALKBH7
ENST00000245816.11,CLPP
ENST00000245817.5,TNFSF9
ENST00000245838.13,THOC2
ENST00000245903.4,CD70
ENST00000245907.11,C3
ENST00000245908.11,SH2D3A
ENST00000245925.7,EML2
ENST00000245932.11,VASP
ENST00000245934.12,SYMPK
ENST00000245957.10,CFAP61
ENST00000245960.9,CDC25B
ENST00000245983.6,GNRH2
ENST00000246006.5,CD93
ENST00000246012.2,CST8
ENST00000246024.7,TMX4
ENST00000246069.12,DSTN
ENST00000246070.3,LAMP5
ENST00000246071.8,SNRPB2
ENST00000246080.3,TCF15
ENST00000246081.2,OTOR
ENST00000246104.7,SCRT2
ENST00000246105.4,DEFB129
ENST00000246115.5,S1PR4
ENST00000246117.9,NCLN
ENST00000246151.9,PITHD1
ENST00000246166.3,FNTB
ENST00000246174.6,ARMCX5
ENST00000246186.8,MMP24
ENST00000246190.10,NECAB3
ENST00000246194.8,RALY
ENST00000246229.5,PLAGL2
ENST00000246337.9,UROD
ENST00000246515.2,SLURP1
ENST00000246532.6,IGFLR1
ENST00000246533.8,CAPNS1
ENST00000246535.4,PDCD2L
ENST00000246548.9,UBA2
ENST00000246551.9,HCST
ENST00000246553.3,FFAR1
ENST00000246635.8,KRT13
ENST00000246646.3,KRT38
ENST00000246657.2,CCR7
ENST00000246662.9,KRT9
ENST00000246672.4,NR1D1
ENST00000246747.9,ARL2
ENST00000246792.4,RRAS
ENST00000246794.10,PRRG2
ENST00000246801.8,TSKS
ENST00000246802.10,NOP53
ENST00000246841.3,FLRT1
ENST00000246868.7,SBDS
ENST00000246891.9,CSN1S1
ENST00000246895.9,STATH
ENST00000246896.8,HTN1
ENST00000246912.8,MLX
ENST00000246914.10,WNK4
ENST00000246957.10,TRAP1
ENST00000247001.10,SUGP1
ENST00000247003.9,DDX49
ENST00000247005.8,GDF1
ENST00000247020.9,SDF2
ENST00000247026.10,NSRP1
ENST00000247087.10,AHDC1
ENST00000247138.11,SLC35A2
ENST00000247153.7,CFP
ENST00000247178.5,ATG14
ENST00000247191.7,DLGAP5
ENST00000247194.9,L3HYPDH
ENST00000247219.5,TBPL2
ENST00000247225.7,SGPP1
ENST00000247226.13,PLEKHG3
ENST00000247270.3,EVI2A
ENST00000247271.5,OMG
ENST00000247452.4,MAGEC2
ENST00000247461.9,CANX
ENST00000247470.10,PYCARD
ENST00000247655.4,COX7C
ENST00000247665.11,PHPT1
ENST00000247668.7,TRAF2
ENST00000247706.4,ABHD8
ENST00000247815.8,HELB
ENST00000247833.11,RAB3IP
ENST00000247843.7,YEATS4
ENST00000247879.2,TAS2R3
ENST00000247881.3,TAS2R4
ENST00000247883.5,TAS2R5
ENST00000247930.5,ZNF777
ENST00000247933.9,IDUA
ENST00000247956.11,ZNF317
ENST00000247970.8,PIN1
ENST00000247977.9,FBXL12
ENST00000247986.2,KIF17
ENST00000247992.5,PLA2G2C
ENST00000248041.12,CYP4F11
ENST00000248071.5,KLF2
ENST00000248072.3,OR7C2
ENST00000248076.4,F2RL3
ENST00000248089.7,HCFC1R1
ENST00000248098.8,JPT2
ENST00000248114.7,GFER
ENST00000248121.7,SYNGR3
ENST00000248150.5,GNG13
ENST00000248211.11,ZNF10
ENST00000248244.5,TICAM1
ENST00000248248.8,MON1B
ENST00000248306.8,METTL25
ENST00000248342.9,EIF3K
ENST00000248378.6,EMC6
ENST00000248384.1,OR1E2
ENST00000248420.9,CACTIN
ENST00000248437.9,TUBA4A
ENST00000248444.10,VIL1
ENST00000248450.8,AAMP
ENST00000248553.7,HSPB1
ENST00000248564.6,GNG11
ENST00000248566.3,SEM1
ENST00000248572.10,GNGT1
ENST00000248594.11,PTPN12
ENST00000248598.6,FGL2
ENST00000248600.5,STYXL1
ENST00000248633.9,PEX1
ENST00000248668.4,LRFN1
ENST00000248701.8,SPINK2
ENST00000248706.5,RASL11B
ENST00000248846.10,TUBGCP6
ENST00000248879.8,DGCR6L
ENST00000248899.11,NCF4
ENST00000248901.11,CYTH4
ENST00000248924.10,GCAT
ENST00000248929.14,SGSM3
ENST00000248933.11,SEZ6L
ENST00000248948.4,VPREB3
ENST00000248958.5,SDF2L1
ENST00000248975.6,YWHAH
ENST00000249014.5,CDC42EP1
ENST00000249016.4,MCHR1
ENST00000249041.3,GALR3
ENST00000249044.2,APOL5
ENST00000249064.9,CCDC117
ENST00000249066.10,APOL2
ENST00000249071.11,RAC2
ENST00000249075.4,LIF
ENST00000249269.9,PMPCB
ENST00000249284.3,TAS2R16
ENST00000249289.5,ATP6V1F
ENST00000249299.7,LSM8
ENST00000249330.3,VGF
ENST00000249344.7,STRIP2
ENST00000249356.4,DNAJB9
ENST00000249363.4,LRRC4
ENST00000249373.8,SMO
ENST00000249389.2,OPN1SW
ENST00000249396.12,SIRT2
ENST00000249442.11,MTX2
ENST00000249499.8,HOXD9
ENST00000249501.4,HOXD10
ENST00000249601.8,ARHGAP22
ENST00000249636.10,PIAS1
ENST00000249647.8,SNAP23
ENST00000249700.9,TMOD2
ENST00000249749.7,DLL4
ENST00000249750.9,ALDH1A2
ENST00000249776.12,KNSTRN
ENST00000249806.11,CLN6
ENST00000249837.7,VPS13C
ENST00000249842.8,ISLR
ENST00000249861.9,THAP10
ENST00000249883.9,AMOTL2
ENST00000249887.3,ACKR4
ENST00000249910.5,MBD4
ENST00000249923.7,COPB1
ENST00000250003.4,MYOD1
ENST00000250018.6,TPH1
ENST00000250055.3,SOX15
ENST00000250076.7,ZNF232
ENST00000250092.11,CD68
ENST00000250101.10,TXNDC17
ENST00000250111.9,ATP1B2
ENST00000250113.12,FXR2
ENST00000250124.11,MPDU1
ENST00000250160.11,CCN4
ENST00000250237.10,QTRT1
ENST00000250244.10,AP1M2
ENST00000250340.9,CLEC11A
ENST00000250360.7,SIGLEC9
ENST00000250366.6,AC011473.4
ENST00000250373.9,NFATC4
ENST00000250378.7,CMA1
ENST00000250383.10,DHRS2
ENST00000250405.9,BCL2L2
ENST00000250416.9,PARP2
ENST00000250448.3,FOXA1
ENST00000250454.8,EAPP
ENST00000250457.8,EGLN3
ENST00000250489.8,PIP4P1
ENST00000250495.10,NEDD8
ENST00000250498.9,DAD1
ENST00000250535.5,CDO1
ENST00000250559.14,RAP1B
ENST00000250617.7,ARHGEF6
ENST00000250693.2,ART1
ENST00000250699.2,CHRNA10
ENST00000250784.13,RPS4Y1
ENST00000250823.5,VCY1B
ENST00000250825.4,VCY
ENST00000250831.5,RBMY1J
ENST00000250894.8,MAPK8IP3
ENST00000250896.7,MKNK2
ENST00000250916.6,KLF16
ENST00000251020.8,SALL1
ENST00000251038.10,ZC3H14
ENST00000251047.6,LMAN1
ENST00000251076.9,DMXL2
ENST00000251089.7,ANGEL1
ENST00000251102.13,CNGB1
ENST00000251108.10,CDADC1
ENST00000251127.11,NALCN
ENST00000251143.9,VPS35L
ENST00000251166.9,CORO7
ENST00000251170.12,SEC14L5
ENST00000251203.14,PBX4
ENST00000251241.9,DHX40
ENST00000251269.9,ZNF221
ENST00000251287.3,HCN2
ENST00000251296.4,IGSF21
ENST00000251303.10,SLX1A
ENST00000251343.9,KHNYN
ENST00000251372.8,LILRA1
ENST00000251376.7,LILRA2
ENST00000251412.8,TUBG2
ENST00000251413.8,TUBG1
ENST00000251453.8,RPS16
ENST00000251472.9,MAST1
ENST00000251473.9,PLPPR2
ENST00000251481.11,SULT1C2
ENST00000251496.7,NCAPG
ENST00000251507.8,RABGAP1L
ENST00000251535.11,ALOX12
ENST00000251566.9,UGT2A3
ENST00000251582.12,ADAMTS2
ENST00000251588.7,CIAO3
ENST00000251595.11,HBA2
ENST00000251607.11,TRNT1
ENST00000251636.10,DHX29
ENST00000251642.8,DHX58
ENST00000251643.5,KRT12
ENST00000251645.3,KRT31
ENST00000251646.8,KRT33B
ENST00000251654.9,PCCB
ENST00000251691.5,ARFGEF3
ENST00000251775.9,SNX4
ENST00000251776.8,ROPN1B
ENST00000251809.4,SPAG1
ENST00000251810.7,RRM2B
ENST00000251822.6,RHOBTB2
ENST00000251849.8,RAF1
ENST00000251864.6,TDRD1
ENST00000251871.9,MED17
ENST00000251900.9,SCML2
ENST00000251968.4,TSG101
ENST00000252011.8,DHX35
ENST00000252015.3,TRPC4AP
ENST00000252032.9,C20orf194
ENST00000252037.5,FKBP6
ENST00000252050.9,CUL9
ENST00000252071.8,ACTR3C
ENST00000252085.4,PCDHGA12
ENST00000252087.2,PCDHGC5
ENST00000252102.8,NDUFA2
ENST00000252108.7,UBE4A
ENST00000252137.11,ESS2
ENST00000252211.7,ZKSCAN3
ENST00000252242.9,KRT5
ENST00000252244.3,KRT1
ENST00000252245.6,KRT75
ENST00000252250.7,KRT6C
ENST00000252252.4,KRT6B
ENST00000252288.8,GAMT
ENST00000252318.7,GALNT8
ENST00000252321.5,KCNA5
ENST00000252329.3,PSMG3
ENST00000252338.4,FAM155B
ENST00000252445.7,ELOF1
ENST00000252456.7,CNN1
ENST00000252485.8,NECTIN2
ENST00000252486.9,APOE
ENST00000252487.9,TOMM40
ENST00000252490.6,APOC2
ENST00000252505.4,ALLC
ENST00000252506.11,GADD45G
ENST00000252512.14,XPO7
ENST00000252530.9,FAM98C
ENST00000252542.9,SAFB2
ENST00000252575.11,NCAN
ENST00000252590.9,PLVAP
ENST00000252593.7,BST2
ENST00000252595.12,SLC27A1
ENST00000252597.8,USHBP1
ENST00000252599.9,COLGALT1
ENST00000252603.7,PGLS
ENST00000252622.15,LSM7
ENST00000252655.1,RSPH3
ENST00000252660.5,MAS1
ENST00000252674.9,MLLT1
ENST00000252677.3,BMP15
ENST00000252699.7,ACTN4
ENST00000252711.7,NDUFA10
ENST00000252713.9,ZNF655
ENST00000252723.3,EPO
ENST00000252729.6,CACNG6
ENST00000252744.6,ZSWIM6
ENST00000252771.11,FCHO1
ENST00000252797.6,ZNF764
ENST00000252804.9,PXDN
ENST00000252809.3,GDF15
ENST00000252818.5,JUND
ENST00000252825.9,HRC
ENST00000252826.10,TRPM4
ENST00000252835.5,OR11H1
ENST00000252840.11,ZNF557
ENST00000252891.8,NUMBL
ENST00000252934.10,ATXN10
ENST00000252939.9,CALY
ENST00000252951.3,HBZ
ENST00000252979.6,ZNF337
ENST00000252992.8,CEP85
ENST00000252996.8,TAF4
ENST00000252997.3,GATA5
ENST00000252998.2,RBBP8NL
ENST00000252999.7,LAMA5
ENST00000253008.3,PRDM12
ENST00000253023.8,UBE2M
ENST00000253024.10,TRIM28
ENST00000253031.6,YIPF2
ENST00000253039.9,EIF2S3
ENST00000253047.7,TMEM160
ENST00000253048.10,ZC3H4
ENST00000253055.8,MAP3K10
ENST00000253063.4,SESN2
ENST00000253079.11,CCDC62
ENST00000253083.9,HIP1R
ENST00000253107.12,PPAN
ENST00000253108.9,EIF3G
ENST00000253109.4,ANGPTL6
ENST00000253110.16,SHFL
ENST00000253115.7,ZNF426
ENST00000253122.10,SLC6A8
ENST00000253159.12,ZNF236
ENST00000253188.8,SLC7A10
ENST00000253193.9,LRP3
ENST00000253233.6,C12orf65
ENST00000253237.10,GRWD1
ENST00000253247.9,NOL11
ENST00000253251.12,UBE4B
ENST00000253255.7,PKDREJ
ENST00000253262.9,NUTM2F
ENST00000253270.13,SLC35D2
ENST00000253329.3,PPIL4
ENST00000253354.2,BPIFB1
ENST00000253362.6,BPIFA2
ENST00000253363.11,RBM39
ENST00000253381.3,DEFB118
ENST00000253407.4,C1QL1
ENST00000253413.10,ATP6V1E1
ENST00000253452.7,COX4I1
ENST00000253457.8,EMC8
ENST00000253458.12,GSE1
ENST00000253462.8,GINS2
ENST00000253496.3,F12
ENST00000253506.9,NFATC1
ENST00000253577.9,ABCB7
ENST00000253669.10,HAUS8
ENST00000253673.6,ADGRE3
ENST00000253686.7,MRPS25
ENST00000253692.11,TBC1D5
ENST00000253693.7,CAPN7
ENST00000253697.8,C3orf20
ENST00000253699.7,RBSN
ENST00000253719.7,NAPSA
ENST00000253754.8,PDLIM4
ENST00000253778.13,GFPT2
ENST00000253794.7,VPS25
ENST00000253796.10,RAMP2
ENST00000253799.8,AOC2
ENST00000253801.7,G6PC
ENST00000253807.2,PCDHAC1
ENST00000253812.7,PCDHGA3
ENST00000253814.6,NDFIP1
ENST00000253861.5,EXOC4
ENST00000253925.11,PPFIA1
ENST00000253934.9,TMEM204
ENST00000253968.11,BARX1
ENST00000254029.8,WDR44
ENST00000254035.9,CKMT2
